Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,Cancelled
2008,1,9,3,1950,1945,2232,2245,WN,452,N376SW,162,180,150,-13,5,BDL,MCO,1050,0
2008,1,9,3,1204,1205,1503,1510,WN,524,N235WN,179,185,162,-7,-1,BDL,MCO,1050,0
2008,1,9,3,655,655,944,1000,WN,3133,N778SW,169,185,153,-16,0,BDL,MCO,1050,0
2008,1,9,3,1721,1725,1841,1855,WN,2449,N485WN,140,150,128,-14,-4,BDL,MDW,777,0
2008,1,9,3,1159,1200,1326,1325,WN,3149,N790SW,147,145,128,1,-1,BDL,MDW,777,0
2008,1,9,3,643,645,817,820,WN,3916,N218WN,154,155,127,-3,-2,BDL,MDW,777,0
2008,1,9,3,1015,1005,1322,1320,WN,1860,N241WN,187,195,171,2,10,BDL,TPA,1111,0
2008,1,9,3,1913,1910,2211,2225,WN,3407,N629SW,178,195,164,-14,3,BDL,TPA,1111,0
2008,1,9,3,1514,1520,1600,1610,WN,102,N614SW,46,50,30,-10,-6,BHM,BNA,177,0
2008,1,9,3,906,910,949,1000,WN,518,N758SW,43,50,30,-11,-4,BHM,BNA,177,0
2008,1,9,3,1259,1300,1539,1550,WN,521,N632SW,100,110,91,-11,-1,BHM,BWI,682,0
2008,1,9,3,707,705,946,955,WN,785,N203WN,99,110,91,-9,2,BHM,BWI,682,0
2008,1,9,3,1744,1750,2035,2040,WN,2036,N638SW,111,110,94,-5,-6,BHM,BWI,682,0
2008,1,9,3,1125,1110,1302,1305,WN,112,N430WN,97,115,86,-3,15,BHM,DAL,587,0
2008,1,9,3,805,810,949,1005,WN,573,N716SW,104,115,94,-16,-5,BHM,DAL,587,0
2008,1,9,3,1705,1645,1903,1825,WN,764,N453WN,118,100,95,38,20,BHM,DAL,587,0
2008,1,9,3,1025,1030,1204,1225,WN,63,N417WN,99,115,90,-21,-5,BHM,HOU,570,0
2008,1,9,3,1652,1655,1836,1850,WN,823,N712SW,104,115,91,-14,-3,BHM,HOU,570,0
2008,1,9,3,1449,1455,1655,1705,WN,3948,N250WN,66,70,53,-10,-6,BHM,JAX,365,0
2008,1,9,3,1011,1005,1217,1220,WN,3430,N793SA,246,255,235,-3,6,BHM,LAS,1618,0
2008,1,9,3,650,650,910,915,WN,779,N480WN,80,85,65,-5,0,BHM,MCO,478,0
2008,1,9,3,933,935,1158,1200,WN,1317,N641SW,85,85,71,-2,-2,BHM,MCO,478,0
2008,1,9,3,1847,1850,2106,2120,WN,2382,N740SW,79,90,67,-14,-3,BHM,MCO,478,0
2008,1,9,3,631,635,812,820,WN,437,N235WN,101,105,87,-8,-4,BHM,MDW,570,0
2008,1,9,3,1441,1445,1627,1630,WN,1944,N447WN,106,105,89,-3,-4,BHM,MDW,570,0
2008,1,9,3,1214,1220,1317,1325,WN,223,N731SA,63,65,55,-8,-6,BHM,MSY,321,0
2008,1,9,3,1930,1935,2035,2040,WN,623,N279WN,65,65,56,-5,-5,BHM,MSY,321,0
2008,1,9,3,613,615,725,720,WN,1481,N457WN,72,65,59,5,-2,BHM,MSY,321,0
2008,1,9,3,1553,1555,1839,1900,WN,2093,N730SW,226,245,211,-21,-2,BHM,PHX,1455,0
2008,1,9,3,1851,1840,2057,2050,WN,342,N264LV,66,70,54,7,11,BHM,SDF,323,0
2008,1,9,3,1111,1115,1316,1320,WN,1188,N200WN,65,65,52,-4,-4,BHM,SDF,323,0
2008,1,9,3,735,740,846,900,WN,472,N353SW,71,80,61,-14,-5,BHM,STL,410,0
2008,1,9,3,1002,950,1218,1210,WN,2031,N312SW,76,80,64,8,12,BHM,TPA,460,0
2008,1,9,3,1749,1750,2008,2010,WN,2205,N312SW,79,80,63,-2,-1,BHM,TPA,460,0
2008,1,9,3,1348,1350,1602,1610,WN,2802,N273WN,74,80,64,-8,-2,BHM,TPA,460,0
2008,1,9,3,1410,1350,NA,1615,WN,813,N258WN,NA,145,NA,NA,20,BNA,AUS,756,0
2008,1,9,3,804,810,1011,1030,WN,1137,N255WN,127,140,112,-19,-6,BNA,AUS,756,0
2008,1,9,3,1952,1955,2210,2215,WN,3334,N389SW,138,140,122,-5,-3,BNA,AUS,756,0
2008,1,9,3,1832,1835,2133,2145,WN,419,N297WN,121,130,108,-12,-3,BNA,BDL,852,0
2008,1,9,3,1029,1000,1109,1050,WN,112,N430WN,40,50,31,19,29,BNA,BHM,177,0
2008,1,9,3,1600,1535,1644,1625,WN,764,N453WN,44,50,32,19,25,BNA,BHM,177,0
2008,1,9,3,859,900,1125,1140,WN,48,N763SW,86,100,76,-15,-1,BNA,BWI,588,0
2008,1,9,3,620,620,854,900,WN,127,N444WN,94,100,80,-6,0,BNA,BWI,588,0
2008,1,9,3,1449,1430,1717,1705,WN,133,N774SW,88,95,73,12,19,BNA,BWI,588,0
2008,1,9,3,1700,1705,1940,1945,WN,879,N713SW,100,100,76,-5,-5,BNA,BWI,588,0
2008,1,9,3,2136,2145,4,15,WN,1107,N277WN,88,90,76,-11,-9,BNA,BWI,588,0
2008,1,9,3,1919,1905,2146,2140,WN,1324,N425LV,87,95,75,6,14,BNA,BWI,588,0
2008,1,9,3,NA,1245,NA,1520,WN,1920,,NA,95,NA,NA,NA,BNA,BWI,588,1
2008,1,9,3,1458,1040,1725,1315,WN,2556,N501SW,87,95,76,250,258,BNA,BWI,588,0
2008,1,9,3,1152,1025,1407,1250,WN,518,N474WN,75,85,61,77,87,BNA,CLE,448,0
2008,1,9,3,1934,1940,2152,2205,WN,2555,N238WN,78,85,62,-13,-6,BNA,CLE,448,0
2008,1,9,3,927,920,1131,1130,WN,222,N398SW,64,70,51,1,7,BNA,CMH,338,0
2008,1,9,3,1913,1905,2115,2115,WN,1668,N785SW,62,70,49,0,8,BNA,CMH,338,0
2008,1,9,3,1047,925,1238,1125,WN,341,N758SW,171,180,155,73,82,BNA,DEN,1013,0
2008,1,9,3,1846,1850,2032,2050,WN,2821,N235WN,166,180,148,-18,-4,BNA,DEN,1013,0
2008,1,9,3,1412,1410,1637,1645,WN,249,N238WN,85,95,71,-8,2,BNA,DTW,457,0
2008,1,9,3,911,915,1140,1145,WN,1592,N699SW,89,90,72,-5,-4,BNA,DTW,457,0
2008,1,9,3,1839,1840,2100,2110,WN,3238,N311SW,81,90,68,-10,-1,BNA,DTW,457,0
2008,1,9,3,803,810,1106,1120,WN,260,N611SW,123,130,109,-14,-7,BNA,FLL,793,0
2008,1,9,3,1814,1820,2113,2125,WN,959,N211WN,119,125,105,-12,-6,BNA,FLL,793,0
2008,1,9,3,2108,2115,2316,2320,WN,312,N611SW,128,125,114,-4,-7,BNA,HOU,670,0
2008,1,9,3,846,845,1043,1055,WN,614,N706SW,117,130,105,-12,1,BNA,HOU,670,0
2008,1,9,3,NA,1335,NA,1545,WN,1026,,NA,130,NA,NA,NA,BNA,HOU,670,1
2008,1,9,3,621,625,817,835,WN,1829,N506SW,116,130,106,-18,-4,BNA,HOU,670,0
2008,1,9,3,1640,1605,1843,1820,WN,2183,N330SW,123,135,110,23,35,BNA,HOU,670,0
2008,1,9,3,1207,1210,1429,1430,WN,640,N624SW,82,80,69,-1,-3,BNA,JAX,484,0
2008,1,9,3,1719,1725,1937,1950,WN,830,N421LV,78,85,66,-13,-6,BNA,JAX,484,0
2008,1,9,3,2025,2030,2243,2250,WN,891,N710SW,78,80,64,-7,-5,BNA,JAX,484,0
2008,1,9,3,750,755,1011,1015,WN,2108,N257WN,81,80,69,-4,-5,BNA,JAX,484,0
2008,1,9,3,1601,1605,1801,1820,WN,298,N450WN,240,255,225,-19,-4,BNA,LAS,1588,0
2008,1,9,3,1335,1210,1542,1425,WN,1479,N472WN,247,255,229,77,85,BNA,LAS,1588,0
2008,1,9,3,1958,2005,2159,2215,WN,2194,N719SW,241,250,220,-16,-7,BNA,LAS,1588,0
2008,1,9,3,632,635,838,850,WN,2699,N550WN,246,255,231,-12,-3,BNA,LAS,1588,0
2008,1,9,3,759,755,1028,1035,WN,92,N294WN,269,280,252,-7,4,BNA,LAX,1797,0
2008,1,9,3,1055,1050,1336,1330,WN,420,N289CT,281,280,256,6,5,BNA,LAX,1797,0
2008,1,9,3,1814,1815,2035,2100,WN,2437,N791SW,261,285,242,-25,-1,BNA,LAX,1797,0
2008,1,9,3,1635,1640,1807,1825,WN,102,N614SW,92,105,81,-18,-5,BNA,MCI,491,0
2008,1,9,3,1227,1225,1416,1410,WN,1151,N343SW,109,105,87,6,2,BNA,MCI,491,0
2008,1,9,3,643,645,813,830,WN,1655,N441WN,90,105,79,-17,-2,BNA,MCI,491,0
2008,1,9,3,2040,2045,2210,2225,WN,2611,N295WN,90,100,78,-15,-5,BNA,MCI,491,0
2008,1,9,3,644,645,918,930,WN,150,N213WN,94,105,80,-12,-1,BNA,MCO,616,0
2008,1,9,3,1735,1735,2013,2020,WN,1058,N236WN,98,105,83,-7,0,BNA,MCO,616,0
2008,1,9,3,2038,2030,2315,2310,WN,2032,N551WN,97,100,82,5,8,BNA,MCO,616,0
2008,1,9,3,928,930,1206,1215,WN,2110,N752SW,98,105,82,-9,-2,BNA,MCO,616,0
2008,1,9,3,1522,1530,1802,1815,WN,3169,N726SW,100,105,85,-13,-8,BNA,MCO,616,0
2008,1,9,3,607,610,731,735,WN,398,N525SW,84,85,72,-4,-3,BNA,MDW,395,0
2008,1,9,3,1801,1805,1922,1930,WN,762,N492WN,81,85,66,-8,-4,BNA,MDW,395,0
2008,1,9,3,2102,2105,2218,2230,WN,941,N392SW,76,85,63,-12,-3,BNA,MDW,395,0
2008,1,9,3,1303,1305,1434,1425,WN,1422,N901WN,91,80,72,9,-2,BNA,MDW,395,0
2008,1,9,3,1132,1135,1251,1255,WN,2195,N257WN,79,80,65,-4,-3,BNA,MDW,395,0
2008,1,9,3,1636,1640,1754,1805,WN,2804,N243WN,78,85,64,-11,-4,BNA,MDW,395,0
2008,1,9,3,2006,2010,2121,2130,WN,3428,N788SA,75,80,59,-9,-4,BNA,MDW,395,0
2008,1,9,3,916,920,1037,1045,WN,3676,N505SW,81,85,66,-8,-4,BNA,MDW,395,0
2008,1,9,3,744,750,903,915,WN,3846,N418WN,79,85,66,-12,-6,BNA,MDW,395,0
2008,1,9,3,1730,1735,1856,1905,WN,570,N506SW,86,90,74,-9,-5,BNA,MSY,471,0
2008,1,9,3,951,945,1117,1115,WN,689,N498WN,86,90,75,2,6,BNA,MSY,471,0
2008,1,9,3,1412,1420,1654,1725,WN,2463,N783SW,282,305,268,-31,-8,BNA,OAK,1959,0
2008,1,9,3,1526,1525,1744,1755,WN,145,N206WN,258,270,244,-11,1,BNA,ONT,1751,0
2008,1,9,3,647,650,930,945,WN,81,N206WN,103,115,89,-15,-3,BNA,PHL,675,0
2008,1,9,3,1109,1115,1352,1410,WN,638,N262WN,103,115,91,-18,-6,BNA,PHL,675,0
2008,1,9,3,1804,1810,2048,2100,WN,2113,N772SW,104,110,91,-12,-6,BNA,PHL,675,0
2008,1,9,3,1201,1145,1447,1440,WN,1413,N429WN,226,235,212,7,16,BNA,PHX,1448,0
2008,1,9,3,710,715,1004,1015,WN,1580,N408WN,234,240,216,-11,-5,BNA,PHX,1448,0
2008,1,9,3,1846,1840,2125,2130,WN,3492,N286WN,219,230,206,-5,6,BNA,PHX,1448,0
2008,1,9,3,1516,1510,1759,1805,WN,3839,N718SW,223,235,209,-6,6,BNA,PHX,1448,0
2008,1,9,3,1630,1635,1930,1945,WN,2644,N767SW,120,130,109,-15,-5,BNA,PVD,907,0
2008,1,9,3,847,850,1105,1110,WN,144,N718SW,78,80,65,-5,-3,BNA,RDU,443,0
2008,1,9,3,1808,1800,2032,2020,WN,882,N435WN,84,80,73,12,8,BNA,RDU,443,0
2008,1,9,3,1942,1940,2208,2200,WN,1262,N343SW,86,80,73,8,2,BNA,RDU,443,0
2008,1,9,3,1409,1415,1625,1635,WN,1502,N344SW,76,80,65,-10,-6,BNA,RDU,443,0
2008,1,9,3,611,615,830,835,WN,3569,N405WN,79,80,65,-5,-4,BNA,RDU,443,0
2008,1,9,3,1411,1410,1630,1640,WN,176,N218WN,259,270,246,-10,1,BNA,SAN,1751,0
2008,1,9,3,720,720,1005,950,WN,1597,N743SW,285,270,248,15,0,BNA,SAN,1751,0
2008,1,9,3,1927,1930,2146,2200,WN,884,N512SW,139,150,129,-14,-3,BNA,SAT,822,0
2008,1,9,3,826,830,1031,1100,WN,3767,N673AA,125,150,115,-29,-4,BNA,SAT,822,0
2008,1,9,3,1558,1600,1846,1905,WN,2380,N482WN,288,305,276,-19,-2,BNA,SEA,1977,0
2008,1,9,3,2037,2040,2310,2320,WN,179,N294WN,93,100,81,-10,-3,BNA,TPA,612,0
2008,1,9,3,1754,1755,2035,2040,WN,1576,N623SW,101,105,86,-5,-1,BNA,TPA,612,0
2008,1,9,3,1455,1425,1733,1705,WN,3136,N313SW,98,100,86,28,30,BNA,TPA,612,0
2008,1,9,3,931,930,1214,1215,WN,3599,N382SW,103,105,89,-1,1,BNA,TPA,612,0
2008,1,9,3,614,615,850,900,WN,3830,N430WN,96,105,81,-10,-1,BNA,TPA,612,0
2008,1,9,3,2038,2040,2039,2040,WN,239,N324SW,61,60,50,-1,-2,BOI,GEG,287,0
2008,1,9,3,1022,1025,1031,1030,WN,2538,N287WN,69,65,54,1,-3,BOI,GEG,287,0
2008,1,9,3,1641,1640,1645,1640,WN,3589,N370SW,64,60,53,5,1,BOI,GEG,287,0
2008,1,9,3,957,1000,1034,1040,WN,781,N690SW,97,100,76,-6,-3,BOI,LAS,520,0
2008,1,9,3,1842,1835,1909,1915,WN,2991,N690SW,87,100,76,-6,7,BOI,LAS,520,0
2008,1,9,3,1543,1535,1617,1620,WN,318,N748SW,94,105,82,-3,8,BOI,OAK,511,0
2008,1,9,3,645,650,717,735,WN,612,N464WN,92,105,74,-18,-5,BOI,OAK,511,0
2008,1,9,3,1239,1230,1257,1245,WN,71,N663SW,78,75,66,12,9,BOI,PDX,344,0
2008,1,9,3,1857,1845,1917,1900,WN,538,N650SW,80,75,69,17,12,BOI,PDX,344,0
2008,1,9,3,855,900,907,915,WN,2897,N425LV,72,75,61,-8,-5,BOI,PDX,344,0
2008,1,9,3,904,905,904,910,WN,1006,N683SW,60,65,48,-6,-1,BOI,RNO,335,0
2008,1,9,3,1309,1310,1309,1315,WN,1027,N287WN,60,65,48,-6,-1,BOI,RNO,335,0
2008,1,9,3,1903,1905,1917,1910,WN,1403,N348SW,74,65,65,7,-2,BOI,RNO,335,0
2008,1,9,3,630,630,655,700,WN,351,N307SW,85,90,75,-5,0,BOI,SEA,399,0
2008,1,9,3,1757,1800,1843,1825,WN,1022,N356SW,106,85,75,18,-3,BOI,SEA,399,0
2008,1,9,3,1214,1200,1245,1230,WN,1041,N748SW,91,90,72,15,14,BOI,SEA,399,0
2008,1,9,3,703,705,809,805,WN,401,N470WN,66,60,42,4,-2,BOI,SLC,291,0
2008,1,9,3,1320,1305,1427,1405,WN,783,N365SW,67,60,54,22,15,BOI,SLC,291,0
2008,1,9,3,1550,1550,1645,1650,WN,2377,N664WN,55,60,46,-5,0,BOI,SLC,291,0
2008,1,9,3,2031,2040,2124,2145,WN,65,N413WN,53,65,44,-21,-9,BUF,BWI,281,0
2008,1,9,3,1828,1835,1930,1945,WN,140,N672SW,62,70,50,-15,-7,BUF,BWI,281,0
2008,1,9,3,843,825,948,930,WN,171,N314SW,65,65,54,18,18,BUF,BWI,281,0
2008,1,9,3,1108,1110,1207,1215,WN,503,N411WN,59,65,46,-8,-2,BUF,BWI,281,0
2008,1,9,3,1401,1400,1506,1505,WN,572,N217JC,65,65,48,1,1,BUF,BWI,281,0
2008,1,9,3,NA,630,NA,740,WN,1134,,NA,70,NA,NA,NA,BUF,BWI,281,1
2008,1,9,3,1539,1540,1642,1645,WN,1828,N675AA,63,65,52,-3,-1,BUF,BWI,281,0
2008,1,9,3,1103,1100,1312,1310,WN,127,N451WN,309,310,293,2,3,BUF,LAS,1987,0
2008,1,9,3,1330,1315,1605,1600,WN,990,N762SW,155,165,137,5,15,BUF,MCO,1011,0
2008,1,9,3,NA,720,NA,1010,WN,1569,,NA,170,NA,NA,NA,BUF,MCO,1011,1
2008,1,9,3,1821,1820,2050,2100,WN,3773,N382SW,149,160,131,-10,1,BUF,MCO,1011,0
2008,1,9,3,1003,950,1039,1035,WN,280,N420WN,96,105,81,4,13,BUF,MDW,468,0
2008,1,9,3,659,645,748,730,WN,689,N498WN,109,105,83,18,14,BUF,MDW,468,0
2008,1,9,3,1746,1750,1823,1840,WN,1009,N434WN,97,110,86,-17,-4,BUF,MDW,468,0
2008,1,9,3,1637,1630,1930,1930,WN,774,N219WN,293,300,279,0,7,BUF,PHX,1912,0
2008,1,9,3,801,740,1040,1030,WN,2178,N217JC,159,170,144,10,21,BUF,TPA,1054,0
2008,1,9,3,1548,1525,1827,1815,WN,3576,N336SW,159,170,144,12,23,BUF,TPA,1054,0
2008,1,9,3,1628,1630,1730,1735,WN,504,N715SW,62,65,44,-5,-2,BUR,LAS,223,0
2008,1,9,3,808,810,909,910,WN,778,N201LV,61,60,47,-1,-2,BUR,LAS,223,0
2008,1,9,3,837,840,937,940,WN,997,N380SW,60,60,47,-3,-3,BUR,LAS,223,0
2008,1,9,3,1100,1100,1156,1205,WN,1171,N606SW,56,65,45,-9,0,BUR,LAS,223,0
2008,1,9,3,1215,1215,1319,1320,WN,1660,N399WN,64,65,47,-1,0,BUR,LAS,223,0
2008,1,9,3,959,1000,1106,1105,WN,1776,N724SW,67,65,50,1,-1,BUR,LAS,223,0
2008,1,9,3,1419,1420,1524,1525,WN,1925,N522SW,65,65,47,-1,-1,BUR,LAS,223,0
2008,1,9,3,1316,1305,1414,1410,WN,2032,N551WN,58,65,45,4,11,BUR,LAS,223,0
2008,1,9,3,1535,1535,1634,1640,WN,2383,N709SW,59,65,45,-6,0,BUR,LAS,223,0
2008,1,9,3,1746,1745,1844,1845,WN,2457,N220WN,58,60,45,-1,1,BUR,LAS,223,0
2008,1,9,3,2104,2105,2200,2210,WN,2540,N474WN,56,65,44,-10,-1,BUR,LAS,223,0
2008,1,9,3,1916,1915,2018,2015,WN,2550,N783SW,62,60,50,3,1,BUR,LAS,223,0
2008,1,9,3,717,715,817,820,WN,3222,N686SW,60,65,46,-3,2,BUR,LAS,223,0
2008,1,9,3,1423,1425,1538,1535,WN,10,N615SW,75,70,56,3,-2,BUR,OAK,325,0
2008,1,9,3,2136,2140,2245,2250,WN,219,N635SW,69,70,56,-5,-4,BUR,OAK,325,0
2008,1,9,3,1932,1930,2102,2045,WN,391,N488WN,90,75,56,17,2,BUR,OAK,325,0
2008,1,9,3,908,910,1018,1025,WN,450,N688SW,70,75,57,-7,-2,BUR,OAK,325,0
2008,1,9,3,829,810,936,925,WN,670,N618WN,67,75,55,11,19,BUR,OAK,325,0
2008,1,9,3,1126,1125,1236,1235,WN,682,N749SW,70,70,56,1,1,BUR,OAK,325,0
2008,1,9,3,1405,1355,1513,1505,WN,850,N654SW,68,70,54,8,10,BUR,OAK,325,0
2008,1,9,3,NA,1225,NA,1335,WN,1024,,NA,70,NA,NA,NA,BUR,OAK,325,1
2008,1,9,3,1520,1520,1631,1635,WN,1132,N746SW,71,75,58,-4,0,BUR,OAK,325,0
2008,1,9,3,2030,2030,2142,2140,WN,1246,N301SW,72,70,54,2,0,BUR,OAK,325,0
2008,1,9,3,1725,1720,1831,1835,WN,1339,N656SW,66,75,54,-4,5,BUR,OAK,325,0
2008,1,9,3,1650,1650,1754,1805,WN,1398,N255WN,64,75,53,-11,0,BUR,OAK,325,0
2008,1,9,3,1859,1900,2006,2015,WN,1587,N429WN,67,75,52,-9,-1,BUR,OAK,325,0
2008,1,9,3,1752,1750,1913,1905,WN,2182,N499WN,81,75,58,8,2,BUR,OAK,325,0
2008,1,9,3,843,840,959,955,WN,2613,N764SW,76,75,57,4,3,BUR,OAK,325,0
2008,1,9,3,659,700,814,815,WN,3483,N268WN,75,75,56,-1,-1,BUR,OAK,325,0
2008,1,9,3,1020,1020,1135,1135,WN,3668,N326SW,75,75,59,0,0,BUR,OAK,325,0
2008,1,9,3,1026,1025,1240,1245,WN,320,N354SW,74,80,61,-5,1,BUR,PHX,369,0
2008,1,9,3,2114,2115,2323,2330,WN,325,N206WN,69,75,57,-7,-1,BUR,PHX,369,0
2008,1,9,3,2016,2020,2225,2240,WN,444,N606SW,69,80,55,-15,-4,BUR,PHX,369,0
2008,1,9,3,1612,1610,1833,1835,WN,481,N278WN,81,85,66,-2,2,BUR,PHX,369,0
2008,1,9,3,1301,1300,1528,1525,WN,891,N710SW,87,85,72,3,1,BUR,PHX,369,0
2008,1,9,3,940,945,1210,1210,WN,940,N607SW,90,85,72,0,-5,BUR,PHX,369,0
2008,1,9,3,1842,1830,2107,2055,WN,980,N477WN,85,85,69,12,12,BUR,PHX,369,0
2008,1,9,3,820,825,1032,1045,WN,1241,N386SW,72,80,56,-13,-5,BUR,PHX,369,0
2008,1,9,3,1347,1345,1617,1605,WN,2614,N631SW,90,80,68,12,2,BUR,PHX,369,0
2008,1,9,3,658,700,920,925,WN,2787,N367SW,82,85,67,-5,-2,BUR,PHX,369,0
2008,1,9,3,1911,1915,2014,2020,WN,921,N269WN,63,65,52,-6,-4,BUR,SJC,296,0
2008,1,9,3,1829,1830,1929,1935,WN,1306,N746SW,60,65,51,-6,-1,BUR,SJC,296,0
2008,1,9,3,1543,1520,1648,1625,WN,1328,N399WN,65,65,49,23,23,BUR,SJC,296,0
2008,1,9,3,1158,1200,1300,1305,WN,2546,N617SW,62,65,52,-5,-2,BUR,SJC,296,0
2008,1,9,3,2053,2055,2156,2200,WN,2871,N494WN,63,65,49,-4,-2,BUR,SJC,296,0
2008,1,9,3,1346,1345,1449,1450,WN,2874,N367SW,63,65,52,-1,1,BUR,SJC,296,0
2008,1,9,3,1624,1615,1724,1720,WN,3237,N231WN,60,65,50,4,9,BUR,SJC,296,0
2008,1,9,3,1040,1040,1142,1145,WN,3426,N290WN,62,65,51,-3,0,BUR,SJC,296,0
2008,1,9,3,706,705,807,815,WN,3744,N724SW,61,70,51,-8,1,BUR,SJC,296,0
2008,1,9,3,929,930,1030,1035,WN,3859,N277WN,61,65,51,-5,-1,BUR,SJC,296,0
2008,1,9,3,1938,1940,2056,2055,WN,148,N669SW,78,75,59,1,-2,BUR,SMF,358,0
2008,1,9,3,705,705,831,825,WN,178,N784SW,86,80,71,6,0,BUR,SMF,358,0
2008,1,9,3,2053,2055,2206,2210,WN,333,N602SW,73,75,58,-4,-2,BUR,SMF,358,0
2008,1,9,3,1629,1630,1750,1745,WN,734,N637SW,81,75,66,5,-1,BUR,SMF,358,0
2008,1,9,3,1144,1145,1303,1300,WN,957,N348SW,79,75,65,3,-1,BUR,SMF,358,0
2008,1,9,3,NA,925,NA,1040,WN,1408,,NA,75,NA,NA,NA,BUR,SMF,358,1
2008,1,9,3,1215,1215,1335,1330,WN,1586,N746SW,80,75,68,5,0,BUR,SMF,358,0
2008,1,9,3,1759,1800,1917,1915,WN,2284,N752SW,78,75,59,2,-1,BUR,SMF,358,0
2008,1,9,3,1435,1435,1554,1550,WN,2370,N220WN,79,75,67,4,0,BUR,SMF,358,0
2008,1,9,3,1047,1040,1200,1155,WN,2699,N550WN,73,75,66,5,7,BUR,SMF,358,0
2008,1,9,3,801,805,922,920,WN,3681,N361SW,81,75,68,2,-4,BUR,SMF,358,0
2008,1,9,3,1426,1425,1656,1655,WN,644,N902WN,270,270,249,1,1,BWI,ABQ,1670,0
2008,1,9,3,1803,1755,1905,1905,WN,236,N501SW,62,70,50,0,8,BWI,ALB,288,0
2008,1,9,3,1339,1340,1442,1450,WN,323,N371SW,63,70,49,-8,-1,BWI,ALB,288,0
2008,1,9,3,825,830,933,940,WN,922,N346SW,68,70,50,-7,-5,BWI,ALB,288,0
2008,1,9,3,1747,1645,1846,1755,WN,1774,N449WN,59,70,48,51,62,BWI,ALB,288,0
2008,1,9,3,656,700,757,810,WN,3310,N234WN,61,70,49,-13,-4,BWI,ALB,288,0
2008,1,9,3,1022,1025,1123,1135,WN,3569,N405WN,61,70,46,-12,-3,BWI,ALB,288,0
2008,1,9,3,2047,2045,2148,2150,WN,3657,N268WN,61,65,47,-2,2,BWI,ALB,288,0
2008,1,9,3,1436,1420,1703,1710,WN,160,N725SW,207,230,190,-7,16,BWI,AUS,1342,0
2008,1,9,3,920,915,1200,1210,WN,3481,N727SW,220,235,203,-10,5,BWI,AUS,1342,0
2008,1,9,3,1951,1955,2049,2100,WN,523,N398SW,58,65,45,-11,-4,BWI,BDL,283,0
2008,1,9,3,2028,2030,2124,2135,WN,1507,N658SW,56,65,45,-11,-2,BWI,BDL,283,0
2008,1,9,3,1330,1335,1435,1440,WN,1570,N388SW,65,65,45,-5,-5,BWI,BDL,283,0
2008,1,9,3,2145,2125,2243,2230,WN,1686,N413WN,58,65,49,13,20,BWI,BDL,283,0
2008,1,9,3,839,835,944,940,WN,1773,N241WN,65,65,48,4,4,BWI,BDL,283,0
2008,1,9,3,1538,1545,1639,1650,WN,2362,N485WN,61,65,46,-11,-7,BWI,BDL,283,0
2008,1,9,3,1026,1030,1126,1135,WN,3062,N790SW,60,65,48,-9,-4,BWI,BDL,283,0
2008,1,9,3,1741,1740,1843,1845,WN,3320,N629SW,62,65,48,-2,1,BWI,BDL,283,0
2008,1,9,3,631,635,729,740,WN,3658,N226WN,58,65,48,-11,-4,BWI,BDL,283,0
2008,1,9,3,1807,1805,1901,1915,WN,623,N279WN,114,130,103,-14,2,BWI,BHM,682,0
2008,1,9,3,1319,1310,1419,1420,WN,1857,N447WN,120,130,107,-1,9,BWI,BHM,682,0
2008,1,9,3,839,815,944,930,WN,2031,N312SW,125,135,113,14,24,BWI,BHM,682,0
2008,1,9,3,628,630,723,730,WN,92,N294WN,115,120,98,-7,-2,BWI,BNA,588,0
2008,1,9,3,1402,1355,1458,1455,WN,145,N206WN,116,120,96,3,7,BWI,BNA,588,0
2008,1,9,3,925,925,1026,1025,WN,420,N289CT,121,120,96,1,0,BWI,BNA,588,0
2008,1,9,3,2058,2100,2145,2200,WN,435,N390SW,107,120,94,-15,-2,BWI,BNA,588,0
2008,1,9,3,NA,1125,NA,1225,WN,1187,,NA,120,NA,NA,NA,BWI,BNA,588,1
2008,1,9,3,812,805,908,905,WN,2110,N752SW,116,120,99,3,7,BWI,BNA,588,0
2008,1,9,3,1649,1650,1742,1750,WN,2437,N791SW,113,120,94,-8,-1,BWI,BNA,588,0
2008,1,9,3,1918,1920,2009,2020,WN,2611,N295WN,111,120,94,-11,-2,BWI,BNA,588,0
2008,1,9,3,925,925,1031,1030,WN,127,N451WN,66,65,52,1,0,BWI,BUF,281,0
2008,1,9,3,645,650,805,755,WN,134,N314SW,80,65,48,10,-5,BWI,BUF,281,0
2008,1,9,3,1154,1145,1300,1250,WN,903,N762SW,66,65,50,10,9,BWI,BUF,281,0
2008,1,9,3,1652,1655,1751,1805,WN,1516,N672SW,59,70,49,-14,-3,BWI,BUF,281,0
2008,1,9,3,2220,2115,2316,2220,WN,1830,N388SW,56,65,45,56,65,BWI,BUF,281,0
2008,1,9,3,1910,1915,2007,2020,WN,3419,N413WN,57,65,48,-13,-5,BWI,BUF,281,0
2008,1,9,3,1418,1355,1522,1500,WN,3489,N336SW,64,65,53,22,23,BWI,BUF,281,0
2008,1,9,3,908,905,1027,1025,WN,97,N209WN,79,80,59,2,3,BWI,CLE,314,0
2008,1,9,3,1813,1815,1924,1930,WN,269,N309SW,71,75,56,-6,-2,BWI,CLE,314,0
